Modelo-Tipo;Período comercial;cilindrada;cilindros;combustible;potencia Kwh;CVF;potencia CV;precio medio 2020
A3 1.0 TFSI Design Edition S-tronic 116;2016-2018;999;4;G;85;8,78;116;22400
A3 1.0 TFSI S Line Edition 116;2016-2018;999;4;G;85;8,78;116;22000
A3 1.0 TFSI S Line Edition S-tronic 116;2016-2018;999;4;G;85;8,78;116;23900
A3 1.0 TFSI Sport Edition S-tronic 116;2016-2018;999;4;G;85;8,78;116;22500
A3 1.2 TFSI Ambiente;2010-2012;1197;4;G;77;9,79;105;19900
A3 1.2 TFSI Ambiente S-T;2010-2012;1197;4;G;77;9,79;105;21600
A3 1.2 TFSI Ambition;2010-2012;1197;4;G;77;9,79;105;20100
A3 1.2 TFSI Ambition S-T;2010-2012;1197;4;G;77;9,79;105;21800
A3 1.2 TFSI Attraction;2010-2012;1197;4;G;77;9,79;105;17500
A3 1.2 TFSI Attraction S-T;2010-2012;1197;4;G;77;9,79;105;19200
A3 1.2 TFSI Genuine Edition;2010-2012;1197;4;G;77;9,79;105;16000
A3 1.2 TFSI Genuine Edition S-T;2010-2012;1197;4;G;77;9,79;105;18000
A3 1.2 TFSI Adrenalin;2012-2016;1197;4;G;77;9,79;105;17700
A3 1.2 TFSI Adrenalin S-tronic;2012-2016;1197;4;G;77;9,79;105;19400
A3 1.2 TFSI Ambiente/Ambition;2012-2016;1197;4;G;77;9,79;105;19800
A3 1.2 TFSI Ambiente/Ambition EEL;2012-2016;1197;4;G;77;9,79;105;19100
A3 1.2 TFSI Ambiente/Ambition EEL S-tronic;2012-2016;1197;4;G;77;9,79;105;20700
A3 1.2 TFSI Ambiente/Ambition S-tronic;2012-2016;1197;4;G;77;9,79;105;21500
A3 1.2 TFSI Attracted;2012-2016;1197;4;G;77;9,79;105;16700
A3 1.2 TFSI Attracted S-tronic;2012-2016;1197;4;G;77;9,79;105;18400
A3 1.2 TFSI Attraction 114 CO2;2012-2016;1197;4;G;77;9,79;105;17900
A3 1.2 TFSI Attraction EEL;2012-2016;1197;4;G;77;9,79;105;17500
A3 1.2 TFSI Attraction EEL S-tronic;2012-2016;1197;4;G;77;9,79;105;18900
A3 1.2 TFSI Attraction S-tronic;2012-2016;1197;4;G;77;9,79;105;19600
A3 1.2 TFSI S line edition;2012-2016;1197;4;G;77;9,79;105;20500
A3 1.2 TFSI S line edition S-tronic;2012-2016;1197;4;G;77;9,79;105;22100
A3 1.2 TFSI Adrenalin 110;2012-2016;1197;4;G;81;9,79;110;17900
A3 1.2 TFSI Adrenalin S-tronic 110;2012-2016;1197;4;G;81;9,79;110;19600
A3 1.2 TFSI Advanced 110;2012-2016;1197;4;G;81;9,79;110;18300
A3 1.2 TFSI Advanced S-tronic 110;2012-2016;1197;4;G;81;9,79;110;20100
A3 1.2 TFSI Ambiente/Ambition 110;2012-2016;1197;4;G;81;9,79;110;19600
A3 1.2 TFSI Ambiente/Ambition S-tronic 110;2012-2016;1197;4;G;81;9,79;110;21300
A3 1.2 TFSI Attracted 110;2012-2016;1197;4;G;81;9,79;110;16900
A3 1.2 TFSI Attracted S-tronic 110;2012-2016;1197;4;G;81;9,79;110;18600
A3 1.2 TFSI Attraction 110;2012-2016;1197;4;G;81;9,79;110;17700
A3 1.2 TFSI Attraction S-tronic 110;2012-2016;1197;4;G;81;9,79;110;19400
A3 1.2 TFSI S line edition 110;2012-2016;1197;4;G;81;9,79;110;20700
A3 1.2 TFSI S line edition S-tronic 110;2012-2016;1197;4;G;81;9,79;110;22400
A3 1.4 TFSI Ambiente (2005);2005-2008;1390;4;G;92;10,71;125;18700
A3 1.4 TFSI Ambition (2005);2005-2008;1390;4;G;92;10,71;125;18900
A3 1.4 TFSI Attraction (2005);2005-2008;1390;4;G;92;10,71;125;17500
A3 1.4 TFSI limited Ed.;2005-2008;1390;4;G;92;10,71;125;16500
A3 1.4 TFSI Ambiente;2008-2010;1390;4;G;92;10,71;125;19700
A3 1.4 TFSI Ambiente S-T (2008);2008-2010;1390;4;G;92;10,71;125;21300
A3 1.4 TFSI Ambition;2008-2010;1390;4;G;92;10,71;125;19800
A3 1.4 TFSI Ambition S-T (2008);2008-2010;1390;4;G;92;10,71;125;21400
A3 1.4 TFSI Attraction (2008);2008-2010;1390;4;G;92;10,71;125;17300
A3 1.4 TFSI Attraction S-T (2008);2008-2010;1390;4;G;92;10,71;125;18900
A3 1.4 TFSI Ambiente;2010-2012;1390;4;G;92;10,71;125;20600
A3 1.4 TFSI Ambiente S-T;2010-2012;1390;4;G;92;10,71;125;22300
A3 1.4 TFSI Ambition;2010-2012;1390;4;G;92;10,71;125;20800
A3 1.4 TFSI Ambition S-T;2010-2012;1390;4;G;92;10,71;125;22400
A3 1.4 TFSI Attraction;2010-2012;1390;4;G;92;10,71;125;18200
A3 1.4 TFSI Attraction S-T;2010-2012;1390;4;G;92;10,71;125;19900
A3 1.4 TFSI Genuine Edition;2010-2012;1390;4;G;92;10,71;125;16600
A3 1.4 TFSI Genuine Edition S-T;2010-2012;1390;4;G;92;10,71;125;18700
A3 1.4 TFSI S Line Edition;2010-2012;1390;4;G;92;10,71;125;19400
A3 1.4 TFSI S Line Edition S-T;2010-2012;1390;4;G;92;10,71;125;21500
A3 1.4 TFSI Adrenalin;2012-2016;1395;4;G;90;10,73;122;18400
A3 1.4 TFSI Adrenalin S-T 114 CO2;2012-2016;1395;4;G;90;10,73;122;20100
A3 1.4 TFSI Ambiente/Ambition;2012-2016;1395;4;G;90;10,73;122;20500
A3 1.4 TFSI Ambiente/Ambition EEL;2012-2016;1395;4;G;90;10,73;122;19800
A3 1.4 TFSI Ambiente/Ambition EEL S-T;2012-2016;1395;4;G;90;10,73;122;21400
A3 1.4 TFSI Ambiente/Ambition S-T;2012-2016;1395;4;G;90;10,73;122;22200
A3 1.4 TFSI Attracted;2012-2016;1395;4;G;90;10,73;122;17400
A3 1.4 TFSI Attracted S-T 114 CO2;2012-2016;1395;4;G;90;10,73;122;19100
A3 1.4 TFSI Attraction 120 CO2;2012-2016;1395;4;G;90;10,73;122;18600
A3 1.4 TFSI Attraction EEL;2012-2016;1395;4;G;90;10,73;122;18600
A3 1.4 TFSI Attraction EEL S-T;2012-2016;1395;4;G;90;10,73;122;19900
A3 1.4 TFSI Attraction S-T 114 CO2;2012-2016;1395;4;G;90;10,73;122;20300
A3 1.4 TFSI S line edition;2012-2016;1395;4;G;90;10,73;122;21200
A3 1.4 TFSI S line edition S-T;2012-2016;1395;4;G;90;10,73;122;22800
A3 1.4 TFSI Adrenalin 125;2012-2016;1395;4;G;92;10,73;125;18700
A3 1.4 TFSI Adrenalin S-T 125;2012-2016;1395;4;G;92;10,73;125;20300
A3 1.4 TFSI Advanced 125;2012-2016;1395;4;G;92;10,73;125;19100
A3 1.4 TFSI Advanced 125 (4.75);2012-2016;1395;4;G;92;10,73;125;19200
A3 1.4 TFSI Advanced S-T 125;2012-2016;1395;4;G;92;10,73;125;20800
A3 1.4 TFSI Ambiente/Ambition 125;2012-2016;1395;4;G;92;10,73;125;20400
A3 1.4 TFSI Ambiente/Ambition S-T 125;2012-2016;1395;4;G;92;10,73;125;22000
A3 1.4 TFSI Attracted 125;2012-2016;1395;4;G;92;10,73;125;17700
A3 1.4 TFSI Attracted 125 (4.75);2012-2016;1395;4;G;92;10,73;125;19700
A3 1.4 TFSI Attracted S-T 125;2012-2016;1395;4;G;92;10,73;125;19300
A3 1.4 TFSI Attraction 125;2012-2016;1395;4;G;92;10,73;125;18400
A3 1.4 TFSI Attraction 125 (4.75);2012-2016;1395;4;G;92;10,73;125;20500
A3 1.4 TFSI Attraction S-T 125;2012-2016;1395;4;G;92;10,73;125;20100
A3 1.4 TFSI S line edition 125;2012-2016;1395;4;G;92;10,73;125;21400
A3 1.4 TFSI S line edition 125 (4.75);2012-2016;1395;4;G;92;10,73;125;19900
A3 1.4 TFSI S line edition S-T 125;2012-2016;1395;4;G;92;10,73;125;23100
A3 1.4 TFSI COD Adrenalin 140;2012-2016;1395;4;G;103;10,73;140;20200
A3 1.4 TFSI COD Adrenalin S-T 140;2012-2016;1395;4;G;103;10,73;140;21800
A3 1.4 TFSI COD Ambiente/Ambition 140;2012-2016;1395;4;G;103;10,73;140;21500
A3 1.4 TFSI COD Ambiente/Ambition S-T 140;2012-2016;1395;4;G;103;10,73;140;23200
A3 1.4 TFSI COD Attracted 140;2012-2016;1395;4;G;103;10,73;140;19200
A3 1.4 TFSI COD Attracted S-T 140;2012-2016;1395;4;G;103;10,73;140;20800
A3 1.4 TFSI COD Attraction 140;2012-2016;1395;4;G;103;10,73;140;19600
A3 1.4 TFSI COD Attraction S-T 140;2012-2016;1395;4;G;103;10,73;140;21300
A3 1.4 TFSI COD S line edition 140;2012-2016;1395;4;G;103;10,73;140;22900
A3 1.4 TFSI COD S line edition S-T 140;2012-2016;1395;4;G;103;10,73;140;24600
A3 1.4 TFSI COD ultra Adrenalin 150;2012-2016;1395;4;G;110;10,73;150;20400
A3 1.4 TFSI COD ultra Adrenalin S-T 150;2012-2016;1395;4;G;110;10,73;150;22100
A3 1.4 TFSI COD ultra Advanced 150;2012-2016;1395;4;G;110;10,73;150;20900
A3 1.4 TFSI COD ultra Advanced S-T 150;2012-2016;1395;4;G;110;10,73;150;22700
A3 1.4 TFSI COD ultra Ambiente/Ambition 150;2012-2016;1395;4;G;110;10,73;150;22100
A3 1.4 TFSI COD ultra Ambiente/Ambition S-T 150;2012-2016;1395;4;G;110;10,73;150;23800
A3 1.4 TFSI COD ultra Attracted 150;2012-2016;1395;4;G;110;10,73;150;19400
A3 1.4 TFSI COD ultra Attracted S-T 150;2012-2016;1395;4;G;110;10,73;150;21100
A3 1.4 TFSI COD ultra Attraction 150;2012-2016;1395;4;G;110;10,73;150;20200
A3 1.4 TFSI COD ultra Attraction S-T 150;2012-2016;1395;4;G;110;10,73;150;21900
A3 1.4 TFSI COD ultra S line edition 150;2012-2016;1395;4;G;110;10,73;150;23200
A3 1.4 TFSI COD ultra S line edition S-T 150;2012-2016;1395;4;G;110;10,73;150;24800
A3 1.4 TFSI COD ultra 150;2016-2018;1395;4;G;110;10,73;150;20600
A3 1.4 TFSI COD ultra Black Line Edition 150;2016-2018;1395;4;G;110;10,73;150;24400
A3 1.4 TFSI COD ultra Black Line Edition Aut. 150;2016-2018;1395;4;G;110;10,73;150;26300
A3 1.4 TFSI COD ultra Design Edition 150;2016-2018;1395;4;G;110;10,73;150;22300
A3 1.4 TFSI COD ultra Design Edition S-tronic 150;2016-2018;1395;4;G;110;10,73;150;24100
A3 1.4 TFSI COD ultra S line Edition 150;2016-2018;1395;4;G;110;10,73;150;23700
A3 1.4 TFSI COD ultra S line Edition S-tronic 150;2016-2018;1395;4;G;110;10,73;150;25500
A3 1.4 TFSI COD ultra Sport Edition 150;2016-2018;1395;4;G;110;10,73;150;22300
A3 1.4 TFSI COD ultra Sport Edition S-tronic 150;2016-2018;1395;4;G;110;10,73;150;24100
A3 1.4 TFSI COD ultra S-tronic 150;2016-2018;1395;4;G;110;10,73;150;22300
A3 1.5 TFSI CoD EVO Aut.;2016-2018;1498;4;G;110;11,2;150;22700
A3 1.5 TFSI CoD EVO Black Line Aut.;2016-2018;1498;4;G;110;11,2;150;26600
A3 1.6 Attraction/Ambition/Ambiente;1996-2000;1595;4;G;74;11,63;101;13500
A3 1.6 Attraction/Ambition/Ambiente 5p;2000-2000;1595;4;G;74;11,63;101;14000
A3 1.6 Attraction/Ambition/Ambiente;2000-2003;1595;4;G;75;11,63;102;15100
A3 1.6 Attraction/Ambition/Ambiente 5p;2000-2003;1595;4;G;75;11,63;102;15600
A3 1.6 Ambition/Ambiente/Attraction Tiptronic (2003);2003-2005;1595;4;G;75;11,63;102;17800
A3 1.6 Ambition/Ambiente Tiptronic (2003);2003-2005;1595;4;G;75;11,63;102;19200
A3 1.6 Attraction (2003);2003-2005;1595;4;G;75;11,63;102;16500
A3 1.6 Ambition/Ambiente/Attraction Tiptronic;2005-2008;1595;4;G;75;11,63;102;17800
A3 1.6 Ambition/Ambiente Tiptronic;2005-2008;1595;4;G;75;11,63;102;19100
A3 1.6 Attraction;2005-2008;1595;4;G;75;11,63;102;16500
A3 1.6 limited Ed.;2005-2008;1595;4;G;75;11,63;102;16200
A3 1.6 limited Ed.Tp.;2005-2008;1595;4;G;75;11,63;102;17700
A3 1.6 FSI Ambition/Ambiente (2003);2003-2005;1598;4;G;85;11,64;116;18300
A3 1.6 FSI Attraction (2003);2003-2005;1598;4;G;85;11,64;116;17100
A3 1.6 FSI Ambition/Ambiente;2005-2008;1598;4;G;85;11,64;116;18200
A3 1.6 FSI Attraction;2005-2008;1598;4;G;85;11,64;116;17000
A3 1.6 TDI Ambiente (2008);2008-2010;1598;4;D;77;11,64;105;21200
A3 1.6 TDI Ambition (2008);2008-2010;1598;4;D;77;11,64;105;21300
A3 1.6 TDI Attraction (2008);2008-2010;1598;4;D;77;11,64;105;18800
A3 1.6 TDI Ambiente S-T (2008);2008-2010;1598;4;D;77;11,64;105;23100
A3 1.6 TDI Ambition S-T (2008);2008-2010;1598;4;D;77;11,64;105;23300
A3 1.6 TDI Attraction S-T (2008);2008-2010;1598;4;D;77;11,64;105;20800
A3 1.6 TDI Ambiente;2010-2012;1598;4;D;77;11,64;105;21800
A3 1.6 TDI Ambiente S-T;2010-2012;1598;4;D;77;11,64;105;23500
A3 1.6 TDI Ambition;2010-2012;1598;4;D;77;11,64;105;21900
A3 1.6 TDI Ambition S-T;2010-2012;1598;4;D;77;11,64;105;23600
A3 1.6 TDI Attraction;2010-2012;1598;4;D;77;11,64;105;19400
A3 1.6 TDI Attraction S-T;2010-2012;1598;4;D;77;11,64;105;21100
A3 1.6 TDI Genuine Edition;2010-2012;1598;4;D;77;11,64;105;17600
A3 1.6 TDI Genuine Edition S-T;2010-2012;1598;4;D;77;11,64;105;19700
A3 1.6 TDIe Attraction;2010-2012;1598;4;D;77;11,64;105;19400
A3 1.6 TDI Adrenalin;2012-2016;1598;4;D;77;11,64;105;20000
A3 1.6 TDI Adrenalin S-T;2012-2016;1598;4;D;77;11,64;105;21800
A3 1.6 TDI Ambiente/Ambition;2012-2016;1598;4;D;77;11,64;105;21400
A3 1.6 TDI Ambiente/Ambition EEL;2012-2016;1598;4;D;77;11,64;105;21400
A3 1.6 TDI Ambiente/Ambition EEL S-T;2012-2016;1598;4;D;77;11,64;105;23200
A3 1.6 TDI Ambiente/Ambition S-T;2012-2016;1598;4;D;77;11,64;105;23200
A3 1.6 TDI Attracted;2012-2016;1598;4;D;77;11,64;105;19000
A3 1.6 TDI Attracted S-T;2012-2016;1598;4;D;77;11,64;105;20700
A3 1.6 TDI Attraction 99CO2;2012-2016;1598;4;D;77;11,64;105;19400
A3 1.6 TDI Attraction EEL;2012-2016;1598;4;D;77;11,64;105;19800
A3 1.6 TDI Attraction EEL S-T;2012-2016;1598;4;D;77;11,64;105;21600
A3 1.6 TDI Attraction S-T 102 CO2;2012-2016;1598;4;D;77;11,64;105;21200
A3 1.6 TDI S line edition;2012-2016;1598;4;D;77;11,64;105;22900
A3 1.6 TDI S line edition S-T;2012-2016;1598;4;D;77;11,64;105;24600
A3 1.6 TDI CD Adrenalin;2012-2016;1598;4;D;81;11,64;110;20200
A3 1.6 TDI CD Adrenalin S-T;2012-2016;1598;4;D;81;11,64;110;22000
A3 1.6 TDI CD Advanced;2012-2016;1598;4;D;81;11,64;110;20700
A3 1.6 TDI CD Advanced S-T;2012-2016;1598;4;D;81;11,64;110;22600
A3 1.6 TDI CD Ambiente/Ambition;2012-2016;1598;4;D;81;11,64;110;22000
A3 1.6 TDI CD Ambiente/Ambition S-T;2012-2016;1598;4;D;81;11,64;110;23800
A3 1.6 TDI CD Attracted;2012-2016;1598;4;D;81;11,64;110;19200
A3 1.6 TDI CD Attracted S-T;2012-2016;1598;4;D;81;11,64;110;20900
A3 1.6 TDI CD Attraction;2012-2016;1598;4;D;81;11,64;110;20000
A3 1.6 TDI CD Attraction S-T;2012-2016;1598;4;D;81;11,64;110;21800
A3 1.6 TDI CD S line edition;2012-2016;1598;4;D;81;11,64;110;23100
A3 1.6 TDI CD S line edition S-T;2012-2016;1598;4;D;81;11,64;110;24900
A3 1.6 TDI ultra Adrenalin;2012-2016;1598;4;D;81;11,64;110;20100
A3 1.6 TDI ultra Attracted;2012-2016;1598;4;D;81;11,64;110;19000
A3 1.6 TDI ultra Attraction;2012-2016;1598;4;D;81;11,64;110;19800
A3 1.6 TDI 110;2016-2018;1598;4;D;81;11,64;110;20400
A3 1.6 TDI Design Edition/Sport Edition 110;2016-2018;1598;4;D;81;11,64;110;22100
A3 1.6 TDI Design Edition S-tronic 110;2016-2018;1598;4;D;81;11,64;110;23900
A3 1.6 TDI S Line Edition 110;2016-2018;1598;4;D;81;11,64;110;23500
A3 1.6 TDI S Line Edition S-tronic 110;2016-2018;1598;4;D;81;11,64;110;25500
A3 1.6 TDI S-tronic 110;2016-2018;1598;4;D;81;11,64;110;22200
A3 1.6 TDI Sport Edition S-tronic 110;2016-2018;1598;4;D;81;11,64;110;24000
A3 1.6 TDI 116;2016-2018;1598;4;D;85;11,64;116;20700
A3 1.6 TFSI Design Edition/Sport Edition 116;2016-2018;1598;4;D;85;11,64;116;22400
A3 1.6 TFSI Design Edition/Sport Edition S-tronic 116;2016-2018;1598;4;D;85;11,64;116;24200
A3 1.6 TFSI S line Edition 116;2016-2018;1598;4;D;85;11,64;116;23800
A3 1.6 TFSI S line Edition S-tronic 116;2016-2018;1598;4;D;85;11,64;116;25700
A3 1.6 TFSI S-tronic 116;2016-2018;1598;4;D;85;11,64;116;22500
A3 1.8 Ambition Aut./Ambiente Aut./Turbo Attraction (1996);1996-2000;1781;4;G;92-110;12,43;125;16200
A3 1.8 Attraction (1996);1996-2000;1781;4;G;92;12,43;125;14700
A3 1.8 Attraction Aut./Ambition/Ambiente (1996);1996-2000;1781;4;G;92;12,43;125;15400
A3 1.8 T 180 CV Quattro Ambition Plus;1996-2000;1781;4;G;132;12,43;180;20400
A3 1.8 T Quattro (1996);1996-2000;1781;4;G;155;12,43;210;23400
A3 1.8 T Quattro Ambition Plus/T 180CV Quattro Ambition;1996-2000;1781;4;G;110-132;12,43;149;19400
A3 1.8 Turbo (150CV)/T Quattro Attraction/180CV Ambition;1996-2000;1781;4;G;110-132;12,43;149;17500
A3 1.8 Turbo Amb Aut Plus/T Qttro. Ambit-Ambie/T180CV Ambit Plus;1996-2000;1781;4;G;110-132;12,43;149;18600
A3 1.8 Ambition Aut./Ambiente Aut./Turbo Attraction 5p;2000-2000;1781;4;G;92-110;12,43;125;16700
A3 1.8 Attraction 5p;2000-2000;1781;4;G;92;12,43;125;15100
A3 1.8 T 180 CV Quattro Ambition Plus 5p;2000-2000;1781;4;G;132;12,43;180;21000
A3 1.8 T Quattro Ambition Plus/T 180CV Quattro Ambition 5p;2000-2000;1781;4;G;110-132;12,43;149;20000
A3 1.8 Turbo (150CV)/T Quattro Attraction/180CV Ambition 5p;2000-2000;1781;4;G;110-132;12,43;149;18100
A3 1.8 T. Amb Aut Plus/T Qttro. Ambit-Ambie/T180CV Ambit Plus 5p;2000-2000;1781;4;G;110-132;12,43;149;19100
A3 1.8 Ambition Aut./Ambiente Aut./Turbo Attraction;2000-2003;1781;4;G;92-110;12,43;125;17800
A3 1.8 Ambition Aut./Ambiente Aut./Turbo Attraction 5p;2000-2003;1781;4;G;92-110;12,43;125;18300
A3 1.8 Attraction;2000-2003;1781;4;G;92;12,43;125;16400
A3 1.8 Attraction 5p;2000-2003;1781;4;G;92;12,43;125;16900
A3 1.8 Attraction Aut./Ambition/Ambiente;2000-2003;1781;4;G;92;12,43;125;17100
A3 1.8 Attraction Aut./Ambition/Ambiente 5p;2000-2003;1781;4;G;92;12,43;125;17800
A3 1.8 Turbo Ambiente Aut/T Tiptronic Ambiente/T Quattro Attraction;2000-2003;1781;4;G;110;12,43;150;19300
A3 1.8 Turbo Ambition Aut-Plus/T Tiptronic Ambition;2000-2003;1781;4;G;110;12,43;150;19100
A3 1.8 Turbo Ambition Aut. - Plus/Turbo Ambiente Aut 5p;2000-2003;1781;4;G;110;12,43;150;19700
A3 1.8 Turbo Attraction Aut./T Tipt. Attraction/Turbo Ambition-Ambiente;2000-2003;1781;4;G;110;12,43;150;18500
A3 1.8 Turbo Attraction Aut-Tiptr./Turbo Ambiente/Turbo Ambition 5p;2000-2003;1781;4;G;110;12,43;150;19000
A3 1.8 T 180CV Ambition Plus/Quattro/Tiptronic 5p;2000-2003;1781;4;G;132;12,43;180;21700
A3 1.8 T. Ambition Aut Plus/T Tipt. Ambition Plus/T Quattro Ambition;2000-2003;1781;4;G;110;12,43;150;20000
A3 1.8 T mbit Aut Plus/Tiptr. Ambit Plus/Quattro Ambition-Ambiente 5p;2000-2003;1781;4;G;110;12,43;150;20600
A3 1.8 T Quattro;2000-2003;1781;4;G;155;12,43;210;24800
A3 1.8 T Quattro Ambiente/T 180CV Ambition;2000-2003;1781;4;G;110;12,43;150;19800
A3 1.8 T 180CV Q. Ambition/180CV Tiptronic Ambition;2000-2003;1781;4;G;132;12,43;180;21000
A3 1.8 T Q. Ambition Plus/180CV Ambition Plus;2000-2003;1781;4;G;110-132;12,43;149;20600
A3 1.8 T Quattro Ambition Plus 5p;2000-2003;1781;4;G;110;12,43;150;21300
A3 1.8 T 180CV Ambition Quattro Plus/Tiptronic Plus 5p;2000-2003;1781;4;G;132;12,43;180;22600
A3 1.8 T 180CV Quattro-Tiptronic Ambition Plus;2000-2003;1781;4;G;132;12,43;180;22000
A3 1.8 T S3 225CV;2000-2003;1781;4;G;165;12,43;224;25700
A3 1.8 T Tiptr. Ambition-Ambiente/Quattro Attraction/180CV Ambition 5p;2000-2003;1781;4;G;110-132;12,43;149;20000
A3 1.8 TFSI Ambition S-T/Ambiente S-T;2005-2008;1798;4;G;118;12,5;161;23000
A3 1.8 TFSI Attraction (2005);2005-2008;1798;4;G;118;12,5;161;20000
A3 1.8 TFSI Attraction S-T/Ambition/Ambiente;2005-2008;1798;4;G;118;12,5;161;21400
A3 1.8 TFSI limited Ed.;2005-2008;1798;4;G;118;12,5;161;18700
A3 1.8 TFSI limited Ed. S-T;2005-2008;1798;4;G;118;12,5;161;19500
A3 1.8 TFSI Ambiente (2008);2008-2010;1798;4;G;118;12,5;161;21200
A3 1.8 TFSI Ambition (2008);2008-2010;1798;4;G;118;12,5;161;21300
A3 1.8 TFSI Attraction (2008);2008-2010;1798;4;G;118;12,5;161;18800
A3 1.8 TFSI Ambiente Qua.;2008-2010;1798;4;G;118;12,5;161;23900
A3 1.8 TFSI Ambition Qua.;2008-2010;1798;4;G;118;12,5;161;24000
A3 1.8 TFSI Attraction Qua.;2008-2010;1798;4;G;118;12,5;161;21300
A3 1.8 TFSI Ambiente S-T;2008-2010;1798;4;G;118;12,5;161;22900
A3 1.8 TFSI Ambition S-T;2008-2010;1798;4;G;118;12,5;161;23000
A3 1.8 TFSI Attraction S-T;2008-2010;1798;4;G;118;12,5;161;20500
A3 1.8 TFSI Ambiente;2010-2012;1798;4;G;118;12,5;160;22200
A3 1.8 TFSI Ambiente Quattro;2010-2012;1798;4;G;118;12,5;160;24900
A3 1.8 TFSI Ambiente S-T;2010-2012;1798;4;G;118;12,5;160;23900
A3 1.8 TFSI Ambition;2010-2012;1798;4;G;118;12,5;160;22400
A3 1.8 TFSI Ambition Quattro;2010-2012;1798;4;G;118;12,5;160;25100
A3 1.8 TFSI Ambition S-T;2010-2012;1798;4;G;118;12,5;160;24100
A3 1.8 TFSI Attraction;2010-2012;1798;4;G;118;12,5;160;19900
A3 1.8 TFSI Attraction Quattro;2010-2012;1798;4;G;118;12,5;160;22400
A3 1.8 TFSI Attraction S-T;2010-2012;1798;4;G;118;12,5;160;21500
A3 1.8 TFSI S Line Edition;2010-2012;1798;4;G;118;12,5;160;20600
A3 1.8 TFSI S Line Edition S-T;2010-2012;1798;4;G;118;12,5;160;22600
A3 1.8 TFSI S Line Quattro;2010-2012;1798;4;G;118;12,5;160;23600
A3 1.8 TFSI Advanced;2012-2016;1798;4;G;132;12,5;180;22800
A3 1.8 TFSI Advanced Quattro S-T;2012-2016;1798;4;G;132;12,5;180;26500
A3 1.8 TFSI Advanced S-T;2012-2016;1798;4;G;132;12,5;180;24600
A3 1.8 TFSI Ambiente/Ambition;2012-2016;1798;4;G;132;12,5;180;23300
A3 1.8 TFSI Ambiente/Ambition Quattro S-T;2012-2016;1798;4;G;132;12,5;180;26700
A3 1.8 TFSI Ambiente/Ambition S-T;2012-2016;1798;4;G;132;12,5;180;25000
A3 1.8 TFSI Attraction 133 CO2;2012-2016;1798;4;G;132;12,5;180;21300
A3 1.8 TFSI Attraction Quattro S-T;2012-2016;1798;4;G;132;12,5;180;24800
A3 1.8 TFSI Attraction S-T;2012-2016;1798;4;G;132;12,5;180;23000
A3 1.8 TFSI S line edition (2012-);2012-2016;1798;4;G;132;12,5;180;24700
A3 1.8 TFSI S line edition Quattro S-T;2012-2016;1798;4;G;132;12,5;180;28200
A3 1.8 TFSI S line edition S-T;2012-2016;1798;4;G;132;12,5;180;26500
A3 1.9 TDI Ambition Aut/Ambiente Aut;1997-2000;1896;4;D;81;12,9;110;17700
A3 1.9 TDI Attraction (1997);1997-2000;1896;4;D;81;12,9;110;15800
A3 1.9 TDI Attraction Aut./Ambition/Ambiente;1997-2000;1896;4;D;81;12,9;110;16800
A3 1.9 TDI Ambition Aut/Ambiente Aut 5p;2000-2000;1896;4;D;81;12,9;110;18200
A3 1.9 TDI Attraction 5p;2000-2000;1896;4;D;81;12,9;110;16400
A3 1.9 TDI Attraction Aut./Ambition/Ambiente 5p;2000-2000;1896;4;D;81;12,9;110;17300
A3 1.9 TDI Ambition/Ambiente (100-110) y Tiptronic Attraction (100);2000-2003;1896;4;D;74-81;12,9;101;17800
A3 1.9 TDI 130 Ambition/Ambiente/Tiptronic Attraction;2000-2003;1896;4;D;96;12,9;131;19300
A3 1.9 TDI Tiptronic Ambition/Ambiente;2000-2003;1896;4;D;74;12,9;101;18700
A3 1.9 TDI 130 Quattro Ambition - Ambiente;2000-2003;1896;4;D;96;12,9;131;20900
A3 1.9 TDI 130 Tiptr. Ambition - Ambiente/Quattro Attraction;2000-2003;1896;4;D;96;12,9;131;20200
A3 1.9 TDI Attraction (100-110);2000-2003;1896;4;D;74-81;12,9;101;16900
A3 1.9 TDI Attraction/Ambition/Ambiente (100-110 CV) 5p;2000-2003;1896;4;D;74-81;12,9;101;17800
A3 1.9 TDI 130 Quattro Attraction/Ambition/Ambiente 5p;2000-2003;1896;4;D;96;12,9;131;21000
A3 1.9 TDI Tiptronic Attraction/Ambition/Ambiente 5p;2000-2003;1896;4;D;74;12,9;101;18800
A3 1.9 TDI 130 Tiptronic Attraction/Ambition/Ambiente 5p;2000-2003;1896;4;D;96;12,9;131;20500
A3 1.9 TDI 130 Attraction;2000-2003;1896;4;D;96;12,9;131;18400
A3 1.9 TDI 130 Attraction/Ambition/Ambiente 5p;2000-2003;1896;4;D;96;12,9;131;19400
A3 1.9 TDI Attraction (105) (2003);2003-2005;1896;4;D;77;12,9;105;18700
A3 1.9 TDI Ambition/Ambiente (2003);2003-2005;1896;4;D;77;12,9;105;20200
A3 1.9 TDI Ambition/Ambiente;2005-2008;1896;4;D;77;12,9;105;20000
A3 1.9 TDI Ambition/Ambiente DPF;2005-2008;1896;4;D;77;12,9;105;21000
A3 1.9 TDI Ambition/Ambiente DPF S-T;2005-2008;1896;4;D;77;12,9;105;22900
A3 1.9 TDI Attraction (105);2005-2008;1896;4;D;77;12,9;105;18700
A3 1.9 TDI Attraction DPF;2005-2008;1896;4;D;77;12,9;105;19700
